FPS;Sentence;Program Status;Detection Time;TTS Time;Complete Time
2.0495541785347973;;standby;0.09366178512573242;0;14.637329578399656
11.43940608857397;;standby;0.09634804725646973;0;2.622513771057129
20.528816081208735;;standby;0.09542012214660645;0;1.4613604545593262
14.789193458530496;;standby;0.09431767463684082;0;2.028508186340332
20.350819990295975;;standby;0.10021233558654785;0;1.4741420745849607
20.306286068399242;;standby;0.0981600284576416;0;1.4773750305175781
10.60085882468906;;standby;0.09883785247802734;0;2.8299593925476074
19.947988699812615;;standby;0.09775114059448242;0;1.503911018371582
20.48130008252477;;standby;0.0943903923034668;0;1.4647507667541504
20.628265659427132;;standby;0.09845495223999023;0;1.454315185546875
17.46142445587917;;standby;0.09849333763122559;0;1.7180728912353516
19.904348362542294;;standby;0.1024637222290039;0;1.5072083473205566
20.541182232234682;;standby;0.10024857521057129;0;1.4604806900024414
19.845299266619353;;standby;0.09634041786193848;0;1.511693000793457
19.862309335177038;;standby;0.10511183738708496;0;1.5103983879089355
16.388609296364603;;standby;0.10037398338317871;0;1.8305397033691406
19.367324510772697;;standby;0.10000467300415039;0;1.5490007400512695
19.498414764539074;;standby;0.10267424583435059;0;1.5385866165161133
20.273797267054327;;standby;0.09913754463195801;0;1.4797425270080564
20.434999098664562;saya;not-standby;0.0972299575805664;0;1.4680695533752441
19.387825475993473;saya;not-standby;0.09951472282409668;0;1.5473628044128418
20.374644781136602;saya;not-standby;0.10310554504394531;0;1.4724183082580566
20.074683514011536;saya;not-standby;0.10544323921203613;0;1.4944195747375488
20.48050001220733;saya;not-standby;0.10031867027282715;0;1.4648079872131348
19.81642082982925;saya;not-standby;0.09416389465332031;0;1.5138959884643555
21.05828011406997;saya;not-standby;0.09988713264465332;0;1.4246177673339844
20.467507624740758;saya;not-standby;0.10103917121887207;0;1.4657378196716309
20.433406246498464;saya;not-standby;0.09834504127502441;0;1.468183994293213
20.81013738458256;saya;not-standby;0.09659886360168457;0;1.441605091094971
20.104416515678775;saya;standby;0.09734296798706055;0;1.4922094345092773
1.5735665974857773;saya;standby;0.10133838653564453;0;19.064970016479492
9.709126936360521;saya;standby;0.09932398796081543;0;3.0898761749267583
10.430556280883424;saya;standby;0.0947885513305664;0;2.8761649131774902
10.217524439648138;saya;standby;0.09887266159057617;0;2.9361319541931152
10.072872938260694;saya;standby;0.09715676307678223;0;2.9782962799072266
10.321036261270129;saya;standby;0.0998082160949707;0;2.9066848754882812
10.191778159003542;saya;standby;0.0972142219543457;0;2.943549156188965
10.255523497481539;saya;standby;0.10040473937988281;0;2.925252914428711
9.58862433560039;saya;standby;0.10447478294372559;0;3.128707408905029
9.940781505893172;saya tolong;not-standby;0.09742546081542969;0;3.017871379852295
10.040609574513924;saya tolong;not-standby;0.09604954719543457;0;2.9878664016723637
9.914323196747468;saya tolong;not-standby;0.10116004943847656;0;3.0259251594543457
10.164436743447757;saya tolong;not-standby;0.0984504222869873;0;2.951467037200928
10.296383761663602;saya tolong;not-standby;0.09883856773376465;0;2.913644313812256
9.836340227340417;saya tolong;not-standby;0.09738278388977051;0;3.0499148368835454
9.814015194944066;saya tolong;not-standby;0.0983424186706543;0;3.0568528175354004
10.09286981045357;saya tolong;not-standby;0.10650897026062012;0;2.972395420074463
10.215931703871494;saya tolong;standby;0.09541726112365723;0;2.9365897178649902
10.190540054617724;saya tolong;standby;0.09503960609436035;0;2.943906784057617
9.841533234471497;saya tolong;standby;0.09790492057800293;0;3.0483055114746094
10.297268500105568;saya tolong;standby;0.09392237663269043;0;2.9133939743041988
10.563613833956257;saya tolong;standby;0.10559201240539551;0;2.839937210083008
10.272502841020415;saya tolong;standby;0.09554529190063477;0;2.9204177856445317
10.370415058511703;saya tolong;standby;0.10028076171875;0;2.8928446769714355
10.435279336211078;saya tolong;standby;0.10113120079040527;0;2.874863147735596
9.781355671329226;saya tolong maaf;not-standby;0.09524083137512207;0;3.0670595169067383
10.082679673358317;saya tolong maaf;not-standby;0.10624909400939941;0;2.9753994941711426
9.960233195996247;saya tolong maaf;not-standby;0.10172176361083984;0;3.0119776725769043
10.073163233937903;saya tolong maaf;not-standby;0.0969400405883789;0;2.97821044921875
10.481960289395094;saya tolong maaf;not-standby;0.09658217430114746;0;2.862060070037842
9.954630680065126;saya tolong maaf;not-standby;0.09667658805847168;0;3.0136728286743164
9.996839568789431;saya tolong maaf;not-standby;0.10532546043395996;0;3.000948429107666
9.666143525144209;saya tolong maaf;not-standby;0.0995779037475586;0;3.103616237640381
9.77946275143452;saya tolong maaf;not-standby;0.09889602661132812;0;3.067653179168701
10.21951605790152;saya tolong maaf;not-standby;0.09495806694030762;0;2.9355597496032715
9.423750443742446;saya tolong maaf;standby;0.09839653968811035;0;3.183445930480957
9.814290761804257;saya tolong maaf;standby;0.1038351058959961;0;3.056766986846924
9.900796208038562;saya tolong maaf;standby;0.09772038459777832;0;3.030059337615967
9.644583535493128;saya tolong maaf;standby;0.0989990234375;0;3.1105542182922363
9.987270367768742;saya tolong maaf;standby;0.10060405731201172;0;3.003823757171631
10.07817346946131;saya tolong maaf;standby;0.09863162040710449;0;2.9767298698425293
9.94868048406761;saya tolong maaf;standby;0.10284829139709473;0;3.015475273132324
9.65015323166972;saya tolong maaf;standby;0.09729743003845215;0;3.1087589263916016
9.349722025314199;saya tolong maaf;standby;0.10133814811706543;0;3.208651542663574
9.868927367229723;saya tolong maaf nama;not-standby;0.09616494178771973;0;3.0398440361022954
10.507721137176699;saya tolong maaf nama;not-standby;0.09576749801635742;0;2.855043411254883
10.011299488969035;saya tolong maaf nama;not-standby;0.10364699363708496;0;2.9966139793395996
9.799821494492965;saya tolong maaf nama;not-standby;0.09603595733642578;0;3.0612802505493164
10.063519865253621;saya tolong maaf nama;not-standby;0.1020972728729248;0;2.9810643196105957
10.246328909213943;saya tolong maaf nama;not-standby;0.09640955924987793;0;2.927877902984619
10.167664612594967;saya tolong maaf nama;not-standby;0.09464740753173828;0;2.9505300521850586
9.770350509796431;saya tolong maaf nama;not-standby;0.10636258125305176;0;3.07051420211792
9.863195123786591;saya tolong maaf nama;standby;0.09357261657714844;0;3.0416107177734375
10.44042246544381;saya tolong maaf nama;standby;0.09669017791748047;0;2.8734469413757324
10.013139801375095;saya tolong maaf nama;standby;0.09532332420349121;0;2.996063232421875
10.186852286775295;saya tolong maaf nama;standby;0.0992732048034668;0;2.9449725151062016
9.919059342135446;saya tolong maaf nama;standby;0.11311602592468262;0;3.0244803428649902
10.081007546988415;saya tolong maaf nama;standby;0.09483766555786133;0;2.975893020629883
9.81050307345415;saya tolong maaf nama;standby;0.09432268142700195;0;3.057947158813477
9.434709747368753;saya tolong maaf nama;standby;0.09961533546447754;0;3.1797480583190914
10.264257326885804;saya tolong maaf nama;standby;0.09871602058410645;0;2.9227638244628906
10.30437720033117;saya tolong maaf nama;standby;0.10712742805480957;0;2.911384105682373
9.694159195493953;saya tolong maaf nama;standby;0.0987694263458252;0;3.09464693069458
10.056980630805603;saya tolong maaf nama;standby;0.1004340648651123;0;2.9830026626586914
9.916784489892422;saya tolong maaf nama;standby;0.10564780235290527;0;3.025174140930176
10.16591490238375;saya tolong maaf nama;standby;0.0996088981628418;0;2.951037883758545
10.066176594115769;saya tolong maaf nama;standby;0.10616350173950195;0;2.980277538299561
9.21673130802615;saya tolong maaf nama;standby;0.10171961784362793;0;3.2549500465393066
10.265186798663713;saya tolong maaf nama siapa;not-standby;0.09995222091674805;0;2.922499179840088
10.411991043457107;saya tolong maaf nama siapa;not-standby;0.09938287734985352;0;2.881293296813965
10.110435363228548;saya tolong maaf nama siapa;not-standby;0.10661101341247559;0;2.967231273651123
10.536175600247184;saya tolong maaf nama siapa;not-standby;0.10377359390258789;0;2.8473329544067383
9.38184518616938;saya tolong maaf nama siapa;not-standby;0.1000516414642334;0;3.1976652145385738
10.356536318091019;saya tolong maaf nama siapa;not-standby;0.0978078842163086;0;2.896721363067627
9.872086427453427;saya tolong maaf nama siapa;not-standby;0.10149598121643066;0;3.0388712882995605
9.79078556372303;saya tolong maaf nama siapa;not-standby;0.09821367263793945;0;3.06410551071167
10.389990264734807;saya tolong maaf nama siapa;standby;0.11164140701293945;0;2.887394428253174
9.320779119767998;saya tolong maaf nama siapa;standby;0.09972500801086426;0;3.218615055084228
9.734997029114677;saya tolong maaf nama siapa;standby;0.10363197326660156;0;3.0816650390625
10.210311326197507;saya tolong maaf nama siapa;standby;0.09730958938598633;0;2.938206195831299
10.246829551923035;saya tolong maaf nama siapa;standby;0.09997725486755371;0;2.927734851837158
10.238075361809425;saya tolong maaf nama siapa;standby;0.10671186447143555;0;2.9302382469177246
9.494380521858808;saya tolong maaf nama;delete;0.09601879119873047;0;3.159763813018799
9.939038348068616;saya tolong maaf nama;delete;0.09708309173583984;0;3.0184006690979004
10.009985394213054;saya tolong maaf nama;delete;0.09922194480895996;0;2.997007369995117
10.419621452828173;saya tolong maaf nama;delete;0.10133242607116699;0;2.879183292388916
10.006498742717543;saya tolong maaf nama;delete;0.10500383377075195;0;2.998051643371582
9.539750628886473;saya tolong maaf nama;delete;0.09518671035766602;0;3.1447362899780273
10.025298060099624;saya tolong maaf nama;delete;0.10338640213012695;0;2.992429733276367
9.999699601614521;saya tolong maaf nama;delete;0.10090088844299316;0;3.0000901222229004
9.81307379158673;saya tolong maaf nama;delete;0.10021567344665527;0;3.0571460723876953
9.935883374354772;saya tolong maaf nama;standby;0.1029195785522461;0;3.0193591117858887
9.630742666103345;saya tolong maaf nama;standby;0.09872102737426758;0;3.1150245666503906
10.17506440829278;saya tolong maaf nama;standby;0.10230231285095215;0;2.9483842849731445
9.749230043303527;saya tolong maaf nama;standby;0.10187268257141113;0;3.0771660804748535
10.292593746855882;saya tolong maaf nama;standby;0.09715676307678223;0;2.914717197418213
10.332706780809263;saya tolong maaf nama;standby;0.10277056694030762;0;2.9034018516540527
9.552678268434946;saya tolong maaf nama;standby;0.09726238250732422;0;3.1404805183410645
10.306276199977393;saya tolong maaf nama;standby;0.09713196754455566;0;2.9108476638793945
9.606302963675507;saya tolong maaf nama;standby;0.1015322208404541;0;3.1229496002197266
10.265211921858862;saya tolong maaf nama;standby;0.09684085845947266;0;2.922492027282715
10.509643164090395;saya tolong maaf nama;standby;0.10415148735046387;0;2.8545212745666504
9.313431775285888;saya tolong maaf nama;standby;0.10936427116394043;0;3.22115421295166
10.507194677141369;saya tolong maaf nama;standby;0.09718012809753418;0;2.8551864624023438
10.238000390548722;saya tolong maaf nama;standby;0.09903359413146973;0;2.9302597045898433
10.381940594059406;saya tolong maaf nama;standby;0.10258626937866211;0;2.8896331787109375
9.971978726085272;saya tolong maaf nama;standby;0.10352873802185059;0;3.008430004119873
8.686179124445244;saya tolong maaf nama;standby;0.09581184387207031;0;3.453762531280518
10.434526475007711;saya tolong maaf nama;standby;0.0968778133392334;0;2.875070571899414
10.490270816451075;saya tolong maaf nama;standby;0.09993100166320801;0;2.859792709350586
9.94059302692108;saya tolong maaf nama;standby;0.10271978378295898;0;3.0179286003112793
10.023117933963098;saya tolong maaf nama;standby;0.09511947631835938;0;2.9930806159973145
9.247517417761708;saya tolong maaf nama;standby;0.10337996482849121;0;3.24411392211914
10.024076114362739;saya tolong maaf nama;standby;0.10352158546447754;0;2.9927945137023926
9.856751408844582;saya tolong maaf nama;standby;0.09725594520568848;0;3.0435991287231445
9.385897111707353;saya tolong maaf nama;standby;0.09698176383972168;0;3.196284770965576
9.939344534230669;saya tolong maaf nama;standby;0.09811830520629883;0;3.018307685852051
9.245336337004895;saya tolong maaf nama;standby;0.0988466739654541;0;3.2448792457580566
